bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
False,Spoken L1 Language,0,0,0,,351,12614,ylo,nalu1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/5132"", ""label"": ""Naluo""}, {""url"": ""https://www.wikidata.org/entity/Q6961032"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Naruo_language"", ""label"": null}], ""meds"": [[""578883"", ""phonology_or_text"", 2005, 14, ""Zh\u016bw\u00e9n, X\u00f9 and Zh\u0101ng, J\u00ecng 2005""], [""324148"", ""phonology_or_text"", 2003, 1, ""Wang, Chengyou 2003""], [""300239"", ""wordlist_or_less"", 1954, 0, ""Yunnan Sheng Minzu Shibie Yanjiuzu 1954""]]}",25.97,language,102.598,Eurasia,,Naluo Yi,'Naluo Yi [nalu1239][ylo]-l-':1,15219
False,Unclassifiable,0,0,0,,394,394,neo,name1237,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q15977293"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/N%C3%A1-Meo_language"", ""label"": null}]}",22.4189,language,106.435,Eurasia,,Ná-Meo,'Ná-Meo [name1237][neo]-l-':1,1696
False,Spoken L1 Language,0,0,0,,351,1581,NOCODE_Nam,namm1235,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Nam"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""A number of ancient Sino-Tibetan languages of various levels of attestation and deciperment are missing from E16/E17/E18/E19/E20/E21/E22/E23/E24. One is the very poorly understood Nam language (**hh:ld:Thomas:Nam**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q17052493"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nam_language"", ""label"": null}], ""meds"": [[""549593"", ""wordlist_or_less"", 2012, 5, ""Ikeda, Takumi 2012""], [""52426"", ""wordlist_or_less"", 1951, 479, ""Thomas, Frederick W. 1951""], [""478300"", ""wordlist_or_less"", 1939, 24, ""Thomas, Frederick W. 1939""], [""478299"", ""wordlist_or_less"", 1928, 5, ""Thomas, Frederick W. 1928""]]}",36.11,language,99.43,Eurasia,,Nam,'Nam [namm1235]-l-':1,3187
False,Spoken L1 Language,2,0,0,,351,4838,nmy,namu1246,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/21"", ""label"": ""Namuyi""}, {""url"": ""https://www.wikidata.org/entity/Q56844"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Namuyi_language"", ""label"": null}], ""meds"": [[""575924"", ""grammar"", 2017, 206, ""\u0160t\u011bp\u00e1n Pavl\u00edk 2017""], [""71131"", ""grammar_sketch"", 1991, 21, ""Bufan Huang and Renzeng Huangmu 1991""], [""309201"", ""grammar_sketch"", 1983, 8, ""Sun, Hongkai 1983""], [""439579"", ""wordlist_or_less"", 1909, 21, ""Davies, Henry R. 1909""]]}",28.5909,language,101.898,Eurasia,,Namuyi,"('Eastern Namuyi [east2350]':1,'Western Namuyi [west2416]':1)'Namuyi [namu1246][nmy]-l-':1",7092
False,Spoken L1 Language,8,0,0,,160,2438,gld,nana1257,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/gld"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/1206"", ""label"": ""Nanai""}, {""url"": ""https://en.wikipedia.org/wiki/Nanai_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/nana1257"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_nai"", ""label"": ""Nanai""}, {""url"": ""https://www.wikidata.org/entity/Q13303"", ""label"": null}], ""meds"": [[""568497"", ""long_grammar"", 1959, 579, ""V. A. Avrorin 1959, 1961""], [""305013"", ""grammar"", 1958, 208, ""Sunik, Orest P. 1958""], [""319230"", ""grammar"", 1941, 167, ""Petrova, Taisija I. 1941""], [""319454"", ""grammar_sketch"", 1935, 68, ""Petrova, Taisija I. 1935""], [""572061"", ""phonology_or_text"", 1900, 0, ""Wilhelm Grube 1900""]]}",48.4343,language,134.797,Eurasia,,Nanai,"('Akani [akan1248]':1,'Birar [bira1250]':1,'Kila [kila1238]':1,'Kuro-Urmi [kuro1242]':1,'Samagir [sama1299]':1,'Sunggari [sung1269]':1,'Torgon [torg1246]':1,'Ussuri [ussu1239]':1)'Nanai [nana1257][gld]-l-':1",4167
True,Bookkeeping,0,0,0,,342,342,,nand1263,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": []}",,language,,Eurasia,,Nand,'Nand [nand1263]-l-':1,1375
False,Spoken L1 Language,2,0,0,,351,12719,npa,narp1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/2034"", ""label"": ""Nar Phu""}, {""url"": ""https://www.wikidata.org/entity/Q4926353"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nar_Phu_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/narp1239"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_nph"", ""label"": ""Nar-Phu""}], ""meds"": [[""572555"", ""grammar_sketch"", 2017, 23, ""Michael Noonan and Kristine A. Hildebrandt 2017""], [""85323"", ""grammar_sketch"", 2003, 17, ""Michael Noonan 2003""], [""549420"", ""grammar_sketch"", 1966, 0, ""Hildebrandt, Kristine A. 1966""]]}",28.76714,language,84.22852,Eurasia,,Nar Phu,"('Nar [narr1258]':1,'Phu [phuu1238]':1)'Nar Phu [narp1239][npa]-l-':1",15344
False,Spoken L1 Language,8,0,0,,273,19774,ntz,nata1252,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/4899"", ""label"": ""Natanzi""}, {""url"": ""https://www.wikidata.org/entity/Q6968399"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Natanzi_language"", ""label"": null}], ""meds"": [[""568349"", ""grammar_sketch"", 2004, 204, ""Abu'l-\u1e24asan \u0100q\u0101-Rabi\u02bf 1383 [2004]""], [""109809"", ""grammar_sketch"", 1930, 34, ""Arthur Christensen 1930""], [""108870"", ""grammar_sketch"", 1926, 19, ""Mann, Oskar and Karl Hadank 1926""]]}",33.4593,language,51.9538,Eurasia,,Natanzic,"('Abyane''i [abya1234]':1,'Badi {Median} [badi1250]':1,'Badrudi [badr1234]':1,'Bidhandi [bidh1234]':1,'Farizandi [fari1234]':1,'Hanjani [hanj1234]':1,'Natanzi [nata1257]':1,'Yarandi [yara1255]':1)'Natanzic [nata1252][ntz]-l-':1",21491
False,Spoken L1 Language,0,0,0,,384,3293,ynk,nauk1242,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/1714"", ""label"": ""Naukan Yupik""}, {""url"": ""https://www.wikidata.org/entity/Q27963"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Naukan_Yupik_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/nauk1242"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_yna"", ""label"": ""Yupik (Naukan)""}], ""meds"": [[""301871"", ""long_grammar"", 1975, 512, ""Georgij A. Menov\u0161\u010dikov 1975""], [""144272"", ""grammar"", 1962, 199, ""Georgij I. Menov\u0161\u010dikov 1962, 1967""]]}",65.5184,language,-171.755,Eurasia,,Naukan Yupik,'Naukan Yupik [nauk1242][ynk]-l-':1,5004
False,Spoken L1 Language,3,0,0,,351,7094,nxq,naxi1245,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q2478711"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Naxi_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/naxi1245"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_nax"", ""label"": ""Naxi""}], ""meds"": [[""37253"", ""grammar_sketch"", 1985, 175, ""H\u00e8, J\u00edr\u00e9n and Ji\u0101ng, Zh\u00fay\u00ed 1985""], [""90432"", ""grammar_sketch"", 1913, 146, ""Bacot, Jacques 1913""], [""72757"", ""wordlist_or_less"", 1888, 11, ""Terrien de Lacouperie 1888""]]}",27.5,language,100.0,Eurasia,,Naxi,"('Lapao [lapa1246]':1,'Lichiang [lich1241]':1,'Lutien [luti1241]':1)'Naxi [naxi1245][nxq]-l-':1",9738
True,Bookkeeping,0,0,0,,342,342,nbf,naxi1246,"{""iso_retirement"": {""code"": ""nbf"", ""name"": ""Naxi"", ""change_request"": ""2010-023"", ""effective"": ""2011-05-18"", ""reason"": ""split"", ""change_to"": [""nxq"", ""nru""], ""remedy"": ""split into Naxi [nxq] and Narua [nru]"", ""comment"": ""Based on first-hand experience by SIL researchers, Naxi (Naxi Proper) and Narua\n(Mosuo) are almost completely unintelligible with previously unexposed speakers\nonly being able to understand isolated words of the other's speech.\n\nBoth languages are considered \""dialects\"" of the same language (called Naxi) by\nmost Chinese linguists, and most speakers are included in the official\nnationality group called Naxi, though Sichuan province speakers of Narua are\nclassed within the Mongolian nationality. However, in Chinese linguistics it is\ncommon to call closely related languages whose speakers share the same\nnationality classification \""dialects\"" of the same language even when mutual\nintelligibility is very low or non-existent. The separate identities of the Naxi\nand the Na/Mosuo peoples are well-known and documented in Chinese\nanthropological circles. There is no common literature or orthography in use\nbetween the Naxi and Narua speakers.""}, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""81964"", ""grammar"", 1985, 174, ""He, Jiren and Jiang, Zhuyi 1985""], [""74812"", ""grammar"", 1980, 15, ""Jiang, Zhuyi 1980""]]}",27.45988,language,100.18172,Eurasia,,Naxi (Retired),'Naxi {Retired} [naxi1246][nbf]-l-':1,1416
False,Spoken L1 Language,0,0,0,,77,5532,NOCODE_Naxi-Yao,naxi1247,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Naxi-Yao"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Naxi Yao or Nuoxi Yao, a Kamic variety documented in **hh:vw:Long:Naxi-Yao**, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24.""}, ""links"": [], ""meds"": [[""572784"", ""phonology_or_text"", 2006, 13, ""Shi, Lin and Huang, Yong 2006""], [""325444"", ""wordlist_or_less"", 1984, 3, ""L\u00f3ng, M\u00edngy\u00e0o 1984""]]}",27.0769,language,110.22221,Eurasia,,Nuoxi Yao,'Nuoxi Yao [naxi1247]-l-':1,7874
False,Spoken L1 Language,5,0,0,,273,19776,nyq,nayi1242,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/4909"", ""label"": ""Nayini""}, {""url"": ""https://www.wikidata.org/entity/Q6983146"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nayini_language"", ""label"": null}], ""meds"": [[""55666"", ""grammar_sketch"", 2002, 22, ""Lecoq, Pierre 2002""], [""108870"", ""grammar_sketch"", 1926, 19, ""Mann, Oskar and Karl Hadank 1926""], [""82048"", ""phonology_or_text"", 1896, 8, ""A. Querry 1896""]]}",34.2212,language,53.521,Eurasia,,Nayinic,"('Abchuya''i [abch1234]':1,'Anarak [anar1241]':1,'Keyjani [keyj1234]':1,'Nayini [nucl1272]':1,'Tudeshki [tude1234]':1)'Nayinic [nayi1242][nyq]-l-':1",21503
False,Spoken L1 Language,5,0,0,,273,19492,nap,neap1235,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/nap"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Neapolitan_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_itn"", ""label"": ""Italian (Napolitanian)""}, {""url"": ""https://www.wikidata.org/entity/Q33845"", ""label"": null}], ""meds"": [[""148116"", ""long_grammar"", 2009, 1069, ""Adam Ledgeway 2009""], [""547457"", ""long_grammar"", 1974, 438, ""Pirro Bichelli 1974""], [""314739"", ""grammar"", 1966, 297, ""Rensch, Karl Heinz 1966""], [""41861"", ""grammar"", 1889, 224, ""Raffaele Capozzoli 1889""], [""315125"", ""grammar_sketch"", 1886, 169, ""Francesco Scerbo 1886""], [""153678"", ""grammar_sketch"", 1881, 108, ""Giuseppe Savini 1881""], [""136471"", ""grammar_sketch"", 1855, 87, ""F. Wentrup 1855""]]}",39.2288,language,16.4225,Eurasia,,Continental Southern Italian,"('Castelmezzano [cast1245]':1,'Molisano [moli1245]':1,'Napoletano [napo1241]':1,'Northern Calabrese-Lucano [nort2612]':1,'Pugliese [pugl1238]':1)'Continental Southern Italian [neap1235][nap]-l-':1",21226
False,Pidgin,0,0,0,,292,1058,nef,nefa1235,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q6987002"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nefamese"", ""label"": null}], ""meds"": [[""579327"", ""grammar_sketch"", 2013, 106, ""Bhuyan, Nupur Chandra 2013""], [""326114"", ""phonology_or_text"", 2012, 17, ""Bhuyan, Nupur Chandra 2012""]]}",27.688,language,96.349,Eurasia,,Nefamese,'Nefamese [nefa1235][nef]-l-':1,2948
False,Spoken L1 Language,0,0,0,,94,16162,zmi,nege1240,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://en.wikipedia.org/wiki/Negeri_Sembilan_Malay"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_mmu"", ""label"": ""Malay (Ulu Muar)""}, {""url"": ""https://www.wikidata.org/entity/Q3915909"", ""label"": null}], ""meds"": [[""35324"", ""grammar_sketch"", 1966, 176, ""Hendon, Rufus S. 1966""], [""313237"", ""grammar_sketch"", 1960, 160, ""Hendon, Rufus S. 1960""], [""578622"", ""grammar_sketch"", 1911, 0, ""Wilkinson, R. J. 1911""]]}",2.66503,language,102.291,Eurasia,,Negeri Sembilan Malay,'Negeri Sembilan Malay [nege1240][zmi]-l-':1,18384
False,Spoken L1 Language,2,0,0,,160,2440,neg,negi1245,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/neg"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/2891"", ""label"": ""Negidal""}, {""url"": ""https://en.wikipedia.org/wiki/Negidal_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_neg"", ""label"": ""Negidal""}, {""url"": ""https://www.wikidata.org/entity/Q33676"", ""label"": null}], ""meds"": [[""157451"", ""long_grammar"", 1982, 310, ""Vera I. Tsintsius 1982""], [""62284"", ""grammar"", 1968, 20, ""Kolesnikova, V.D. and O.A. Konstantinova 1968""], [""575334"", ""grammar_sketch"", 1931, 112, ""Myl'nikova, Klavdija M. and Vera I. Tsintsius 1931""], [""301511"", ""wordlist_or_less"", 1923, 36, ""Schmidt, Paul 1923""]]}",52.9658,language,139.206,Eurasia,,Negidal,"('Nizovsk [nizo1239]':1,'Verkhovsk [verk1237]':1)'Negidal [negi1245][neg]-l-':1",4173
False,Spoken L1 Language,3,0,0,,385,5028,yrk,nene1249,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/yrk"", ""label"": null}, {""url"": ""http://crubadan.org/languages/yrk-x-tundra-acad"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/2062"", ""label"": ""Tundra Nenets""}, {""url"": ""https://en.wikipedia.org/wiki/Nenets_languages"", ""label"": null}, {""url"": ""https://phoible.org/languages/nene1249"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_nen"", ""label"": ""Nenets""}, {""url"": ""https://wals.info/languoid/lect/wals_code_ntu"", ""label"": ""Nenets (Tundra)""}, {""url"": ""https://www.wikidata.org/entity/Q36452"", ""label"": null}], ""meds"": [[""440258"", ""long_grammar"", 2014, 526, ""Irina Nikolaeva 2014""], [""69858"", ""grammar"", 1956, 288, ""Tere\u0161\u010denko, Natal'ja M. 1956""], [""478285"", ""grammar"", 1947, 272, ""Tere\u0161\u010denko, Natal'ja M. 1947""], [""82415"", ""grammar_sketch"", 1936, 185, ""Georgij N. Prokof'ev 1936""], [""132372"", ""grammar_sketch"", 1854, 43, ""Mathias Alexander, Castr\u00e9n 1966 [1854]""], [""569762"", ""wordlist_or_less"", 1853, 0, ""Castren, M. A. 1853""], [""572939"", ""wordlist_or_less"", 1847, 0, ""Islavin, V. 1847""]]}",66.1775,language,71.0234,Eurasia,,Tundra Nenets,"('Central Tundra Nenets [cent2335]':1,'Eastern Tundra Nenets [tund1255]':1,'Western Tundra Nenets [west2884]':1)'Tundra Nenets [nene1249][yrk]-l-':1",7335
False,Artificial Language,0,0,0,,108,108,neu,neoa1234,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://en.wikipedia.org/wiki/Neo_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q606917"", ""label"": null}], ""meds"": [[""500803"", ""wordlist_or_less"", 2011, 0, ""ISO 639-3 Registration Authority 2011""]]}",,language,,Eurasia,,Neo (Artificial Language),'Neo {Artificial Language} [neoa1234][neu]-l-':1,667
False,Sign Language,0,0,0,,249,2799,nsp,nepa1250,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3915492"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nepali_Sign_Language"", ""label"": null}], ""meds"": [[""548397"", ""phonology_or_text"", 1989, 0, ""Ross, Patricia and Devkota, Nirmal Kumar and Maskey, Dhruba Man 1989""]]}",27.6993,language,85.3041,Eurasia,,Nepalese Sign Language,'Nepalese Sign Language [nepa1250][nsp]-l-':1,4509
False,Spoken L1 Language,9,0,0,,273,9418,npi,nepa1254,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/npi"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nepali_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/nepa1254"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q33823"", ""label"": null}], ""meds"": [[""156122"", ""long_grammar"", 1963, 438, ""Clark, Thomas Welbourne 1963""], [""117151"", ""grammar"", 1923, 191, ""A. Turnbull 1999 [1923]""], [""50321"", ""phonology_or_text"", 1916, 8, ""George A. Grierson 1916""], [""52757"", ""wordlist_or_less"", 1874, 10, ""Campbell, George 1874""]]}",28.0,language,85.0,Eurasia,,Nepali,"('Acchami [acch1238]':1,'Baitadi [bait1246]':1,'Bajhangi [bajh1238]':1,'Bajurali [baju1244]':1,'Darjula [darj1238]':1,'Doteli [dote1238]':1,'Gorkhali [gork1241]':1,'Nuclear Nepali [nucl1265]':1,'Soradi [sora1251]':1)'Nepali [nepa1254][npi]-l-':1",12374
False,Spoken L1 Language,5,0,0,,351,7206,new,newa1246,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/new"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Newar_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/newa1246"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_new"", ""label"": ""Newari (Kathmandu)""}, {""url"": ""https://wals.info/languoid/lect/wals_code_nwd"", ""label"": ""Newar (Dolakha)""}, {""url"": ""https://www.wikidata.org/entity/Q33979"", ""label"": null}], ""meds"": [[""462348"", ""long_grammar"", 1984, 406, ""Josh\u012b, Sunder Krishna 1984""], [""44211"", ""grammar"", 1971, 245, ""Maskey, Jagan Nath and Hale, Austin and Sresthacharya, Iswaranand 1971""], [""12900"", ""grammar"", 1941, 110, ""Hans J\u00f8rgensen 1941""], [""157437"", ""grammar_sketch"", 1891, 35, ""Conrady, August 1891""], [""52757"", ""wordlist_or_less"", 1874, 10, ""Campbell, George 1874""], [""54846"", ""wordlist_or_less"", 1862, 1, ""Latham, Robert Gordon 1862""]]}",27.67,language,85.326,Eurasia,,Kathmandu Valley Newari,"('Bhaktapur-Thimi [bakt1238]':1,'Kathmandu-Lalitpur-Kirtipur-Lele [kath1252]':1,('Baglung [bagl1238]':1,'Citlang [citl1238]':1)'Western Newari [west2965]':1)'Kathmandu Valley Newari [newa1246][new]-l-':1",9927
False,Spoken L1 Language,4,0,0,,351,9825,hlt,ngal1291,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/hlt"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nga_La_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q12952942"", ""label"": null}], ""meds"": [[""552152"", ""phonology_or_text"", 2016, 279, ""Shintani, Tadahiko L. A. 2016""], [""320380"", ""phonology_or_text"", 2009, 16, ""George Bedell 2009""], [""139416"", ""wordlist_or_less"", 2001, 4, ""Khoi Lam Thang 2001""], [""137464"", ""wordlist_or_less"", 1988, 2, ""Hartmann, Helga 1988""]]}",23.312,language,92.83,Eurasia,,Nga La,"('Haltu [halt1238]':1,'Thui Phum [thui1238]':1,'Tlam Tlaih [tlam1238]':1,'Va Lang [vala1243]':1)'Nga La [ngal1291][hlt]-l-':1",12773
False,Spoken L1 Language,2,0,0,,385,1670,nio,ngan1291,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/2893"", ""label"": ""Nganasan""}, {""url"": ""https://www.wikidata.org/entity/Q36743"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nganasan_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/ngan1291"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_nga"", ""label"": ""Nganasan""}], ""meds"": [[""578400"", ""long_grammar"", 2019, 602, ""Wagner-Nagy, Be\u00e1ta Bogl\u00e1rka 2019""], [""95921"", ""long_grammar"", 1979, 323, ""Tere\u0161\u010denko, Natal'ya Mitrofanovna 1979""], [""136188"", ""grammar"", 1966, 22, ""Tereshchenko, N. M. 1966""], [""132372"", ""grammar_sketch"", 1854, 43, ""Mathias Alexander, Castr\u00e9n 1966 [1854]""], [""14645"", ""wordlist_or_less"", 1823, 6, ""von Klaproth, Julius H. 1823""]]}",73.1354,language,86.2106,Eurasia,,Nganasan,"('Avam [avam1236]':1,'Vadezev [khat1249]':1)'Nganasan [ngan1291][nio]-l-':1",3320
False,Spoken L1 Language,0,0,0,,351,9824,cnw,ngaw1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/cnw"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Ngawn_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q6583675"", ""label"": null}], ""meds"": [[""310589"", ""wordlist_or_less"", 2009, 63, ""Kenneth VanBik 2009""], [""118249"", ""wordlist_or_less"", 2006, 61, ""Kenneth VanBik 2006""]]}",21.93031,language,93.58348,Eurasia,,Ngawn Chin,'Ngawn Chin [ngaw1239][cnw]-l-':1,12769
False,Spoken L1 Language,0,0,0,,333,3132,ngt,ngeq1245,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q25559548"", ""label"": null}], ""meds"": [[""469046"", ""grammar_sketch"", 2014, 93, ""Chia, Stephen Wei Shi 2014""], [""305378"", ""phonology_or_text"", 1970, 434, ""Smith, Ronald L. 1970""]]}",15.6211,language,106.877,Eurasia,,Kriang-Khlor,'Kriang-Khlor [ngeq1245][ngt]-l-':1,4801
False,Spoken L1 Language,0,0,0,,351,12637,NOCODE_Ngochang,ngoc1235,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""68859"", ""grammar_sketch"", 2006, 176, ""Kayoko Nagakura 2006""], [""324933"", ""phonology_or_text"", 2005, 170, ""Nasaw Sampu and Wilai Jaseng and Thocha Jana and Douglas Inglis 2005""], [""324226"", ""phonology_or_text"", 2003, 44, ""Douglas Inglis and Connie Inglis 2003""], [""14371"", ""wordlist_or_less"", 1900, 3, ""George J. Scott and J. P. Hardiman 1900""]]}",25.35,language,97.433333,Eurasia,,Ngochang,'Ngochang [ngoc1235]-l-':1,15236
False,Spoken L1 Language,0,0,0,,333,4812,nuo,nguo1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/1217"", ""label"": ""Ngu\u00f4n""}, {""url"": ""https://www.wikidata.org/entity/Q3915785"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Ngu%E1%BB%93n_language"", ""label"": null}], ""meds"": [[""61235"", ""phonology_or_text"", 1996, 12, ""Nguyen Phy Phong 1996""], [""307249"", ""wordlist_or_less"", 1993, 17, ""Nguy\u00ean V\u0103n T\u00e0i 1993""], [""105854"", ""wordlist_or_less"", 1905, 5, ""M. L. Cadi\u00e8re 1905""]]}",17.7243,language,105.932,Eurasia,,Nguôn,'Nguôn [nguo1239][nuo]-l-':1,7046
False,Spoken L1 Language,0,0,0,,,,nll,niha1238,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/4879"", ""label"": ""Nihali""}, {""url"": ""https://www.wikidata.org/entity/Q33904"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nihali_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_nah"", ""label"": ""Nahali""}], ""meds"": [[""326395"", ""long_grammar"", 2014, 344, ""K. S. Nagaraja 2014""], [""56757"", ""wordlist_or_less"", 1962, 38, ""F. B. J. Kuiper 1962""], [""117539"", ""wordlist_or_less"", 1957, 14, ""Sudhibhushan Bhattacharya 1957""], [""304344"", ""wordlist_or_less"", 1906, 3, ""George A. Grierson 1906""]]}",21.1886,language,76.3318,Eurasia,,Nihali,'Nihali [niha1238][nll]-l-':1,56
False,Spoken L1 Language,1,0,0,,273,12387,noe,nima1243,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3502294"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Nimadi_language"", ""label"": null}], ""meds"": [[""550282"", ""long_grammar"", 1979, 445, ""Lekhwani, Kanhaiyalal 1979""], [""50330"", ""phonology_or_text"", 1908, 4, ""George A. Grierson 1908""]]}",22.1263,language,76.1264,Eurasia,,Nimadi,('Bhuani [bhua1238]':1)'Nimadi [nima1243][noe]-l-':1,14984
False,Spoken L1 Language,0,0,0,,351,12616,yso,nisi1238,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q12953326"", ""label"": null}], ""meds"": [[""324148"", ""phonology_or_text"", 2003, 1, ""Wang, Chengyou 2003""], [""66453"", ""wordlist_or_less"", 1999, 0, ""Editorial Committee 1999""]]}",23.418,language,104.85,Eurasia,,Nisi (China),'Nisi {China} [nisi1238][yso]-l-':1,15223
